customer_id,customer_postal_code
0040b00970e2139e8c43b647c0da5305,12942
00411811e3b661e746a6e1ce1f0878ab,31260
0041d7b768cb115092fa0f5d55638d06,32604
00426311a53f3c052943c88b692a3be2,4551
0042d04ee8231b36dcb29aac213f5db4,84130
0043b0afd67fb3af74360d2893b9a530,23085
004440537b68545ca3c341d7279bc4c0,3059
00447b6bd39c4a0f6366b05948f9e2e3,87710
00459c4eb23e40414ca067d06fa303d4,78008
0045ac1c0957bc92e109f71e4941fa49,5027
00474d2582fd72663036795b7ab8cfc1,87600
004937d0f9d6ce15c2830c00c2f482e5,14870
00498d14e21c58ed2feb5d5feb4cd706,38730
0049e8442c2a3e4a8d1ff5a9549abd53,11250
004a2b3e8b026284407c620f4f01f686,78795
004d41e9bf012c669db1a257888d85a2,66087
004df18653e9438571e9d294776a5c5c,4623
004ee20df425002ed78553e1f50caa3e,19560
004f39eb181d53fa796fe82ce7a0cbd5,8775
00502500a53243e07961383bf1a6fa82,5894
005092c23e81812fbbe11fc6cf7e5316,8223
0050b4dd994efa94b2cd3210e4cecf32,37026
0050ee32fbb93383fb0d9e3d8ee89a07,78400
0051337a96842850e1ec728dd158f4b3,89540
005196c65bab2861e397cc85bc7664bf,29162
00520034b873d2cdfe098fd0a634d03d,9370
0054556ea954a76ad6f9c4ba79d34a98,95680
005460bea0518c7354f01adf10012184,2066
0054f2f885ca69abcf4935c9506d7851,4863
005596395ca3acd0433fe7d6f95a028e,4564
0055e9b290953716739bd94a256a4144,45870
0056a2580b5c68cfa6b43c6ef6adbc03,40285
00573ea7a2ac9dff51ac3d177cd6eaea,1222
0057f8b7c332d630b992d6a8ca79748c,5416
0058153a752ee674162564afb1191d25,13214
00581d55862aecc8cbc7d701a27bc285,45818
0058ebe2dc136d918dd001968cfa5903,39495
005b65c9a6485aa1b7ac382dd87b018f,98130
005c36bfaa8710aaf61e4b1712ccd658,7401
005c611fb96be942e75d22129c370268,59610
005e2fff255d3d69e6cfc8c4928d33a9,20521
00618f4116647066768ca73893989605,4157
0061937e85c708a41f5d5b24405d0f50,2315
00620f738107803e6c0f6818a7a3b7e3,31130
00624707c8556199de70cac1593e7088,30666
0062859a8f89e25c6b0e8dc905ccc59d,64073
0063913c2f1878cc471de963dc0571c4,13178
0063bdf3bf91260f76973a4af6f9199e,81210
006431d77c665533ac99b501d8a6ab06,12230
006496598c918064dc19eef95e5e47f8,95095
00650b839d32a071b1025af8ca26dd13,66055
00652f7a6e012d58f58fefd69d1a1ea4,87010
0065c96aca557c0919dd5cdee546f8b1,13040
00660e817a39486a37c26b071d0741f8,8010
0066d0530824a5e8044c71af62dea8d5,71882
00674fe0f6a6f190bd022dbca99795dc,5791
006866a6f9ef10d3a85292859c4deae1,30626
0068a2209e2c7631566539fef4331bf8,38550
0068b31b2dd799c334e7b6283333f84a,28610
00694a1bf2da47e37b2bd3193eeae839,12241
0069f43bfc018147f03b7a0f64fa00bd,95880
006a5d6b5f648f3811fd4fa94d93a67c,14051
006b5498d9494c061f8c2f80a6c2f343,91360
006ba1709128094a7047a4fa349f9bc8,18600
006d300ffcb82917c9866dd5a507dbe6,1552
006d7cf1f4f5fb1c805d2d7cacc8049d,13060
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,1209
006e35001c6c8c65ad4b20a8925d2b9f,83420
006f0d8cda092921f2cd9159db212237,88802
006fffc5b0accd275de3e3a4b6d0832d,68371
00701ade29704fc9aa33a8766b082cb6,99010
0070e3e36dad141bed98c6dd5b3d1216,85640
007182cdc3e8e2d3d4ce0b00b9004630,1251
0072357d0a3394d268c6abb9e30aaafe,14815
0074a15febc9459ab2f999ea0e22c8d6,29072
0075589b789b6bce7b058adab7e9a6f5,90470
007612fef51262f4762d32add5d128cc,3611
00765aebd8e20a9a8aa8c28d0099a938,13212
007732425b3cfb147a3ca928ce907cc1,3041
00785e4d6fd1ab53e7de20c730c070f1,88301
0078867a1043bd408c6134cf5ca1bbf5,3022
00788705370da606e9f8390258b9e977,29060
0078c6b33ae4a3f03de57a8ad36648e1,38412
00791d8bb3acb245dc0b865656e18fff,37410
0079368290cd7f161d62e7df9377d8ce,21230
00796be07bfc87dad2e31ef15490a718,31130
007a444502902587d7aa72af38cbd1de,88070
007a6cde976f335c04a22d7043dd23f0,17026
007b18ac9b8a627f259ea78aed981315,3951
007b7f04a35e02745c23ea706492ca20,35950
007c76c2ab6101f00798548775dfdbaf,13145
007d1c8a4fe2a7d4233d5ad3ea74a29b,30260
007da0ded5420c2ac9cdcdc758841cde,28080
007dca6150a323ecb560d11f2a3615a2,84060
007dd470bdcf9dc8ffcd44beb79dc18c,8665
007e99fec9d53dfa4e5d8be9c2b36ca7,40255
007ff1d42a6a44f0e16e18d2d7d5f72e,37750
0080e98d82eceee143dc006defe00687,17511
00838729460c2110a0bd330a4bb9b332,74063
0083d9cca92e71d03d298721b572a77b,22733
008598a4ca17eba904c5fed695cb13be,96450
008657b86f500495539ffa6d275351b7,12120
0086b541a59fa554e7953e2d3c285285,40440
0088393a302a84e57cc69c9d365f5efa,25880
0088395699ea0fcd459bfbef084997db,37640
008871f261eb4390ca7a1ded607ea417,6226
008943f202ed451804dfc1c23248eeb0,54580
0089c34393989276de67746531e0df21,6397
008d16b47540f172f75b765d5ea1eed0,2804
008d7d751e72ae684c0d31bc988b36fb,64078
008def95c3ec7f58d2cc8f2b1d2c3feb,76934
008e1bbc8f278134d10d8788a3ca0b7c,17024
008e75e0f20ba6d6cc41923596b83693,8772
008f931f2de5414536a04cdd033bea60,50020
009043346db59e970bcad7e5a6e590ca,37570
0090571a7077aaa71825c98f660695df,71050
00914220fb44a373f667e19ed450e8df,22290
0092770b2a1471643d88b60d6b804464,65260
0092ebfee8043dae610fab832e61acff,13330
00931b6a1ae01ead1f98d4e1d1547106,88316
00931eabd5b24b4a2d97ec779d739631,27700
0093a68265f18be3adbbe054dc4c9295,3578
0093eadfb5536c158311672bdf418044,75804
00949af96107ff1f55bc0f09e913686d,5335
00951234ffc26898cb0f62b8c0e89f88,32604
0095298db7c70d082c2584d4eb496654,35628
00953228b409090c774d955f2ab881e5,13035
009556b29007b7233895402fac956591,25651
0095d34ddb16f0d0776fc9f2a341dfcd,18520
0096dd625383caa8afe2c028018bf4ce,23013
0097c5abeb126a90646370f4a1cf3d93,97700
0098400373e087d3c231fb5d37834fde,73900
0098c4d01b3588b0b61ac012e5e4b228,89224
00993c1bdbff4f24ca6b8124b4cf5a1f,93025
0099a73bb9e6010fad1106f3dbadfc1d,13290
0099bfdae84652b1df38e27c0fc216e3,85810
009aac1d726cf431e9cff8be1f7d9ca5,65110
009ac0aeacb7e5c368452976385b7903,6730
009bd844996868ab5166ade7dd9ab471,13076
009c825b4f96c0c03731ac38b6e1c6ea,97590
009c99241ad4ac86427982c474c18771,44700
009c9d2be03f80df9ef29fade7f998f3,8780
009e30667771830117017cf8581b98a5,30880
00a02bdfd1741b999de5e2ccfdb8cfc8,6365
00a16acd591b4bb112f2e94c7d2f9936,28941
00a1edfeac0ce7adf9357b89c9659eb2,75533
00a2277d94755da60c916bab098b9b49,11035
00a39528c677a55852f57235f988b837,18112
00a40841820d0d2a51c5fc110eba37ed,20530
00a49178247b91322bdca02625e81f7a,49530
00a572d0c25a9ea5e283ea2da267ba8d,19860
00a5ee1a809dde5ccdb5b8c58531c343,3758
00a6e2753fc2652cb87386ffbf5792b2,4944
00a7f6b5d305216d76ab1accbfe123b9,4011
00a7f9b60493b4b11601b42e5f31eac9,3435
00a860aeb15fb205efdb0c689d8f9c6a,9821
00aa3aa0438ac8a9e8a9378171ccd055,37500
00ab90b4fd9fa3d490ab687f992763d6,8490
00abf30c1a93c7c8b509cb80a22e4dd8,6226
00acc750f0c2bda99b95c4043ff1e662,36061
00aee581138f207eb71f58811aae25d1,9750
00af1761df71da362764c51bb96f5118,71015
00af928c0a307dfdb37122943a1e6902,18275
00b14856ef33f09ac83df50620ce60b1,11055
00b16eaf1e6b6bd4eeb54f97fc31f172,22241
00b196cc59531c4dbba23e94fff01d6c,60347
00b2b9682f5c2a1f7cf1312ce6a0ea9d,12236
00b2fdba41164ba7de5052652fb86231,6362
00b366712a38454d2e62c9d2509d0623,3476
00b4054d851ec464f6fb745fab627439,76825
00b4a445a17922526d9b64e567ac2865,88210
00b5072ef1192bc4d02e1d6264317bb0,14883
00b6731ea206414be73f8c73bec1951e,37150
00b694184c8c2f2a565e4def5a00b8ee,69033
00b78d0d0484fc9f3e1138e1ab752db6,15990
00b7c3578d5231b0b60a62414118652b,64235
00b7c3aa68e7f0e83117105ee4964a49,72115
00b7dcb6e32230f09195eb0e9aa1a94b,3572
00b96a156e6827442e5ec7c620a39d24,31010
00b9f074bf913ebcb8e7b9d7f8398782,21860
00ba24d5e8869fd25950fd26c098ee20,2860
00ba72dac5dae2776b5bfcf799a956b2,4835
00ba767af52461bf567696d2a6d2909f,39400
00ba7e4052ff6531f4e8aa0b0054318b,13097
00bad631eaa8723983a6c7e2f910dfca,9230
00bae1a0d3566c3af0c3c67fd2204935,38465
00bb27539e10159490e73842a90b173e,12243
00bb2dd15521a8a428bb530b4cabb403,14055
00bd25230af840df218e6902df6ac894,99700
00bd2f03a3aeb727b9c7bf7c2a1c094b,21745
00be672c9d26099d6fd918cf76a4ef67,73350
00bf0246fe43d0dac8842035f21f8a76,18550
00bf225ae2b2d6a141e31acf971c4a03,1440
00bf77539bad79ed21c55cdea4375985,88070
00c042af846ab3125854b4abc3bf25a6,26022
00c120d7afbe4803d4771a8f3696ec85,1507
00c1cef22f54b3d3935e1c145b0c6ec6,39848
00c23397b535962f65c89900d6a9ab22,13505
00c2781c163b9f057924ed8c45c724d4,32071
00c32f58ea39ae8132d9b1a32b81b167,33600
00c36dc4ec485e2500e9a669d6ea63d6,78455
00c38945ab09a0f226419274da4675e4,20511
00c3e2f6fe2448015cbd44f4b7814273,11680
00c5a25662a028f00093f247b945f959,90670
00c5b008c1465e327578fdacf185ccfa,24901
00c634fb2feeb4e2767a916c2375c9b8,22793
00c6436d2afd5923cba3f19f9542b140,46580
00c7c6f2aaf86b1a5a386b103b67b218,13141
00c7e84c0c77753093b456d787638eed,84172
00c82b169fb6a103c5274dc731295a98,4011
00c86cc609174f994caee1818b788e05,53700
00c9ed767059efd304546d437c9d171d,5347
00ca4dec2a491c4c1a9081a3c5a1e8b1,72920
00ca6e4277e535d41bda84d371310be2,33115
00cca8735b2e7b89dc267f378e5c9e8d,12570
00ccce5462294b682e2a5b34bc37c3d5,65072
00cd48b2051a1518d6d33ffd01dbfcb6,2130
00cd55d78c1db8aa5f78e95d363373e4,83410
00cebf30eafc51ca426a54082d26ddf3,84400
00cef6d9683eaa39aaf401e3b02bdbca,74140
00cf7bb323cf933b841728576c4de744,89237
00d1bd043022c327bc464ded6b731f4a,7841
00d4a861a9e1ec05df44712a80bfd55d,31340
00d4c7cec24152e73f88312fdbf09ffa,9351
00d59ed5b36bbeac2deb4e7256a39fb4,89216
00d7e038b53f4b3ed3036d2d016e51c4,7713
00d88dff8797c35f7db7739109ba8cb3,6815
00d8b72b2807894a9e5c690179132819,8588
00d9314fb3f147133d0dae548abab307,29315
00d97ddbc2cafa83bc2412d11da98d88,13650
00da45766aa7d360508cf25434334a8d,24020
00da48d824214ffba48ab43f5b1d29a0,95040
00daf19c19d0fa15a86284fa7293b5ac,12243
00dcc20224e6a230aa9f7ff8fb6f29f8,4857
00de350c10e898eb927e6a5440a30191,23052
00e0a2be19aca747d3051ed15e18b77a,22720
00e13fc0014cb95fde8d8eb1d3d84195,2130
00e144a7e8e11d93c3c4f12558735f03,95985
00e200fe66bc8553bd83681887d6176f,69020
00e20d0af2000bc5415d945981b3bd31,36520
00e3fdbce18ef97f5b13e1cc27e9dc98,28680
00e4dd8d5ecaa00de8c6671679b58045,35010
00e5b2926b61c618f32e26a8683d84c7,80430
00e6cc9509687bc594c4cbe302bd2115,90470
00e6ef8a68edd7a3d2221bcf18656b7e,99145
00e731383e6ee1e27962b8707c82d8cc,29900
00e7c7983371f6e0c6ce890040d431db,5409
00e7c822a5cd0647e9251fc711276ea7,35500
00e8bdabd8d9dec7728bf9a885f7cff9,36420
00eb2bf26ade27447b6532561c6a402d,5037
00eb46a6c173fdad0c058d8650deefd9,5717
00ec3ab027d83e9b77d525b2e6b823e7,5323
00ed8dde25f27c50ed32e0c4f1f8e76e,86010
00ee00c99d468f838abf1d6d7044b2aa,6709
00ee08bd4046a080a8ec38c5e0937372,25935
00eeecca2b37c96ce302d0428ee46ccf,4534
00efae0d386ce3132b63e35b3aa79ec6,20730
00efb24cd00f8eda8e85e3c3e0f2eb66,13212
00efd0bb67f3af4d73269668a6cc8b49,12227
00f31970034cf8ebd290529f7a97beb9,22430
00f394e6fc446865ac4097b6db69ef4a,26574
00f3b3a7cd0b6566435090c7fbda03a2,37940
00f4202fec304d8f984a33eddc630e0f,60824
00f5111aa1572c08c765f48e20edf87b,15070
00f5116a953fdf1b86dd0deb055c0e12,26325
00f539ee95c97870a2a4f261a2d96ba4,35360
00f58ffb9b2f2764032aca4e22330725,3570
00f6217307f712298d8e47215f0bf2ad,13224
00f625f67cffbda090bb7bd168821482,9351
00f6b2176ddb649359d064053de50c2e,39401
00f73459a4d3be97ff307dc869da0aa9,4571
00f782305075b457bfe7fb38cf6562a5,79090
00f83de98e791c2a4b779f7e61a4cf28,45570
00f8a4bbb515bfe8f84f9cfa45621250,98025
00f8ac751ae484a82adb20b42ad1aca7,85801
00fb3db8be6fffc03c156297ff70c1b9,6186
00fb49c2869c0797c3bf65f269f1510b,55400
00fb765118b6d3b18dfc763dc3729a5b,6170
00fd2c64e6e3f94a81541196fc536f4f,89160
00fd7dfb540f22f5fa85fe9ecfb82fd3,78573
00fd9131670312e3292287415ee2e498,3116
00ffaeed5dc4a18cf44151b40f81a96f,26321
00ffbb23812bc76062322afd86d8cbf7,6145
010099752e4ca60e61c8a4a669ea9fe5,11702
01016b17e79a0a428384c6916b426aed,24445
0101e1c05e39f58731e21081f3ea410a,26277
010583f85dd55d32a6db1068f58ca6f1,57035
0105f165f3be4b229fcca1cba2349186,6236
010714eb89c36dd92fee08385cc1dd6b,37262
01077b7579fd4c86971c6598bd550ee5,14401
0107c38d1ad737e7508cc65067b25d10,74610
0107d0717619fc7e17ba5fdd7c9aad36,97502
0107ed88ec010416e20cacf67d2c905c,81050
0108bac6b3f1f9f0fb88a1f0c0763919,38184
01095519ab759274152540845a1d2004,13334
010ac941a52f7717d87471a7da831cd0,32670
010be179fab38706ae5cf77170b038e3,28613
010c5ccfc9a9135b8c89e2d66f5fb8f5,26277
010c697e9133c540d8acf1535533f7db,77015
010d1bac7f6ca46ef1c6fd0c4034cffc,11442
010dad3dab8189cba58ae1ca11b8cc09,4561
010e2bfece4b4e44fb7a6aa9c2b2b9d0,13485
010ebb5ce5da9367a59959153f083968,12215
010f3c6e21051748f72f762b9a7cb85d,7054
010ff86be8e9b1a1ae1868dc64b05f21,59015
0111774394b7b2cd9651eedc6c791bd2,88870
0111b8c89dbd979f8d35037954eb6a39,26330
01122215dd21ac872ae567ec4e351e01,4506
011263a2375678dc8d8fcda1c3e11cd9,36500
01156d307fdee5870c27d63afb938bd9,16204
0115fdf642d451174def967bd1d55350,37800
011671897080a38fa57f3c190a310d49,7176
0116b6f7b023ad7b078ead9dc8f68897,35054
0117fc26c948641502349399aa649dc0,75701
0117fcfe90f5c0df487c5eb4ae067aff,68040
0118758814dbb115d346a1e8efa705e9,8715
01187871d33eda6ba14aea590bb50d0e,78200
01190354aed7ae9e31b5f523699cf01b,88025
011a899e735ec86f00f26089cdae09cf,4890
011aa301cac8da4d01db88c3180a4058,1202
011aa728cdc4c57b506c6c40ac2a7712,1230
011b97b83f521e755f03173c96baf57b,11040
011caa1d64812e93260454d6e311f330,31650
011d2f8468c1be17b9c493a916e31a56,24360
011ec289931a2dddb4a0e40191748b3c,1221
011f5f2d716eb919dd944494c0db328b,95185
011fc4ea8b9a1e857358c71da7dcf852,20091
01206a881130146c337962e714f06d66,9450
012087f1c663428b54e53b0f69e700db,13510
01208d73b8f2d0e10347aae1242a12fa,70355
0120f40c1cfb22b538c7f78c8b5265dd,13455
0120ff9de7b5aba7cd8676c093f189de,12400
01214c5f31d06b6da030e5825b431446,4739
0122f471f8b583b4b8262a9ba5870e0e,58780
01231f8b1b36a9da85f695b48c2f18b2,76200
0123eb191c6ac1d113dd16c4638cba8a,35560
012413f25e1a3f143b2001198e916594,13880
0124a56e33d9d3da6b8340d2153f60a5,38031
0125bee4b30f40607261d06f47b0f38d,1525
0125ed303758dc1d7e4d99b000f88768,15060
0125fdf9e257f064725f85d1d63085b4,86050
012614499e669f2afb78750ab13273c9,4902
01268a9cd062a41dbaebe24bd8b07cbf,5574
0126adf5308223f7cba2e84f97ac0d9b,28625
0126c89d5a7c2b7b2bda098668c7526d,28200
0126e712caf48d6cf32ffbdce563d2c3,6406
01271eb2284947f2e2abbe53fa15730a,13690
0127d98d4a7e205081ddac271d6b8e52,3644
01287ad2456ffbd365f2e955dbbcebc7,22011
01288d72df4b2a4fb61182da4113ceab,50050
012890b678dffa039b23707633b2eff3,31160
012938ae26ceaa758b735826636366f8,8490
01295bcfd2311c7b510c4c697f82b6be,22733
0129ed0b91663e92e982965f3a6245f6,22461
012b69962ffef2be728865fe6a90359c,66615
012c207234cf4e33fd21cc9bbcb2d1a3,3303
012ca3bed937a20fa19642e8e53d831c,19360
012e0c27bbc549e7c249ee9042d58f7b,41750
0130b37ed963c4a595792582025bdcb0,7841
0130ec6b73b4f7fb58e4a4a78774b47b,23050
0131193f8b1b149f85f1326ac337effb,8151
01311c3c93d566f9b8991cd06a0d33ee,4002
01311fef2cb7553344ac33c95e196db1,28010
0134ab2fb213ed322c3ae3b0e051582f,4360
0135196a168da02f97f00b7300af0baa,4842
0137aedb5fd652186dbf05e49d78db59,31560
0137af0a69be6d96a77314fa91324ff5,21051
0137bbd3e8c493cfa735b98ef18bd1c6,30140
0137f0a46fd3e941f09ead2566bd6408,88526
0138300525351148ae5c0bfe11efe43c,80440
01389f4d25fdacc049ce7dfe96c259e3,27963
0138bea323fc76e6968c0fa28a35d9e8,9195
01391e5f325943c1d9dee9e6202aa7e5,38320
0139721501e0a6fe8f79253f6794ab2d,6463
013b46f9a2576623a655fd9469b7c583,17800
013bdb994a9c8f09fde3f5f543e698ad,69950
013c39ad671a385ad47e7d108dc6517b,25961
013e49bb711629177d848e409b7566c5,4578
013e4fc1800b9973a92b450d18c4f658,2161
013e5c6a0f2d8fef75ebb90f05b0ca59,8725
013f6eb268d33338ee175ffe2ed24204,23066
0140bb3a2e24b8dd7a341eaf707b440e,18707
01414201d70bd508e1eee33ff67d2453,12243
01415cfeb907d8ce0e17075b4c097fe9,5409
0142101e44b97fe8041e8bacfff65ef2,36900
0142bd3182ef8b08ecc4182dfd4ef811,65750
0143daf7466a5e7886eb9d1738d293b6,44550
0145c94f89448a156864199db4c3b826,27313
0145ffd2fcca22ddeebbcd95f7ad890e,3322
014693f265c4f52b8c1aa9eb8cd197d5,1424
0146c236b4c942e0ed107444e8a90463,88130
014734aef2673760779034c8f95ca598,13087
0147fbc5c91112d914a4f4a480a0f09e,22060
0148732a691a6f017cca48bbffdb172f,20220
0148eb6c4d23d56432bc3431ee6a5bee,9530
0148f71e97a15ed3cf071ea28250eb87,98960
014945a1b791b4b3585bc9d2e8a85d82,5346
014a61237c010a8f59e966e34101520f,29309
014a9fe1063cfc79c804affbe855a70f,13054
014b7917072f3fe8c9ca37d4043c31d1,7160
014cb897286d70935bfa3c8eac776b76,37552
014e22ebe12fcc0f03d5f3ed1d15f86f,58036
014ea662e1cd7ed36b3c44a9539bb34a,22081
014f2d069b53eec84aed9b8c1d5ef270,6329
014f3e3c0e2ca31a15e844bdf3a25cfb,28055
014f4ea4b3ed7aaf2db2f8acb6d96e75,9950
014fb09b34197c57ae3c77a43d18475e,30575
01503d0b64036165c2f202b538de9308,4135
015041e1136a20f44f9cf4bbf29df823,85460
01509d555b8b6775f5847912d8c52d46,12942
01514a0b29d64250fc301b3413aa0ba3,86088
01531516bcefc94ae2fdde494db9fa3b,1307
0153b54842840a90cf35a8cd645c6732,86036
01541240e24ed7cc26a5e0dd60c57c30,23060
0154fa29866c388925f1cb6a76f41368,41701
01551ab70b4a96a82ff74e3fdf027837,95185
0155478730861c69019d0a41d9bc98f6,89050
0156badea44f4ffcaab3ad7572b69e28,84900
01570eff130cb5aeca5e6ddc6c14a6ae,30315
01571872abf22fe5f1be95d63d768575,38057
0157cb863b4453c43468f3825dccdf9d,90030
0157d2d9039fc91ade6a389d733d8a16,2403
015895fd0bf723100a64b0ead7c69cd6,13454
01592d05fdd8a6deb7716ed80a0d18a1,11533
015aa1d1ff5524c58b9f0d06f60375a8,13417
015b2612205bc9e481b7443591eb08fb,33913
015bbed5b941c909ebf091ead5eb2a05,86300
015bf7d488097b3b632e5b19f1c7621a,11453
015c3378ca571c1468e2be925e4dd502,39795
015c5e6d8c584992072dd7b69f2fad3e,3589
015c9c9ba7524dcb69a8a6d2f383db8c,13360
015d0c1d91a5b8042fdc425b5e8c8259,96020
015d22bc2ece484d2ec7a18dca4bfd66,72592
015e106d9f62b30e48b97bac868b48e6,6710
015f98a7155c15075a5f77a37a8205ed,74645
015faf9ec36eccd957c0f2782aab09a4,24710
016025d2b068f90498479376f9bfcca1,81935
016112a43e0319656ab0b25e1d904171,6786
016187b76ffe3a8b7709732077de2fc2,31330
016199ad9f839e5d3e578fbdeb6f227b,21011
01621ab81b760e6e48e8eb3a300c77bf,4296
0162379b4069e08e04a6631bc3e9f4e7,32280
01627a580ab45fa2f81561f3a7bb1d93,37110
016287d04d40c3c1c9625588b9fe4602,6330
0163303a840691e9f9378d1e41f4849a,60744
0163a9517d96e283b1a883de0e71c826,13070
0165051ac7514aff1b132007d915622f,42840
0165da25e09d5c73a6d3ba6443d202f3,35054
0166c4ebd26a021fe864a0b91761f50f,15130
016784346c1119828280815c2c6dda98,14200
01678728396c1d107b1da8e70cd63423,24435
01681beb55e1150f18db54277a5508e3,28630
016890b20bac6cd8155fb02cd3ec3e44,37550
01690063395d386d320ea8f5a60cdece,65930
016965c9f3a690af0314cdc8389c28e5,8080
016976e1a8808cdefd68c7080e3899fe,4176
016a3b5b3185854fc7d9ac763c825494,13808
016b15d60fe523cbfb8bda340e0cd769,4564
016b9c55722fc080b0cbf76d663449af,72015
016c54a71587052826a1ce53c8c6b1d5,11330
016c5c3fb572754f302fdac24aa9cfa4,50721
016c933a6a74ad49e6e1858462a7ae4d,13468
016e3f83ffd18b9394a289a5897ba461,3578
016fb9a9ab3b0b9f1d9e7438236b3fba,30690
01709d66652d26124875777dda46cfac,3407
0171707ab8e7ded84018d1172aa33c51,20775
0171c99239a82a0794fe3e4016a0e629,13573
017245b7b19b3dc589ca95daf778253f,83880
01726eb77399165550482a7037fb6a1d,20521
0172748409ef8a6fcba0660cda36f38c,88058
